id_aviso,titulo,zona_barrio,tipo,precio,expensas,superficie_total,superficie_cubierta,ambientes,dormitorios,banios,antiguedad,cochera,balcon,amenities,latitud,longitud,fecha_publicacion
A-327117,Casa en alquiler en Nuñez - 3 ambientes,Nuñez,Casa,1.604.000,,100 m²,100.0,3,2.0,1.0,12,Sí,No,,-34.550353409093645,-58.45824876063418,03/09/2024
A-384729,Departamento en alquiler en Villa Urquiza - 1 ambientes,Villa Urquiza,Departamento,499.000,50208.0,35,35.0,1 amb.,1.0,1.0,22,No,Sí,,-34.55458271860343,"-58,47879899322513",13/03/2025
A-650734,Departamento en alquiler en San Telmo - 3 ambientes,San Telmo,Departamento,$ 1,109272.0,53,53.0,3,,2.0,23,No,Sí,,-34.62399579598793,-58.3661313099935,21/06/2025
A-657756,Departamento en alquiler en Villa Urquiza - 2 ambientes,Villa Urquiza,Departamento,$ 1.263.000,212501.0,65 m²,65.0,2,1.0,1.0,13,No,Sí,,-34.58698929252537,-58.50150022339395,26/06/2025
A-967393,Departamento en alquiler en Boedo - 2 ambientes,BOEDO,Departamento,574.000,36718.0,43,43.0,2 amb.,1.0,,4,No,Sí,,-34.617770376278806,-58.42875020317361,16/03/2024
A-404774,Departamento en alquiler en Flores - 2 ambientes,Flores,Departamento,$ 604.000,,42 m²,42.0,2,1.0,1.0,15,No,No,,-34.62488732631923,"-58,46921015716853",02/05/2025
A-897059,Departamento en alquiler en Nuñez - 4 ambientes,Nuñez,Departamento,1.157.000,,70,70.0,4 amb.,3.0,2.0,5,No,Sí,,"-34,544671236777496",-58.48303974412687,12/08/2024
A-947290,Departamento en alquiler en Villa Urquiza - 5 ambientes,Villa Urquiza,Departamento,USD 1.309,,102 m²,102.0,5,4.0,2.0,9,No,No,,-34.56852654009497,-58.50655679798296,20/03/2024
A-197700,PH en alquiler en Villa Urquiza - 4 ambientes,Villa Urquiza,PH,1.173.000,,110 m²,110.0,4 amb.,3.0,2.0,20,Sí,No,,-34.57567865531213,-58.484388082466424,21/06/2024
A-121744,Departamento en alquiler en Villa Urquiza - 1 ambientes, Villa Urquiza ,Departamento,$ 537.000,27618.0,35 m²,35.0,1 amb.,1.0,1.0,12 años,No,No,,-34.554014306666446,-58.47482755921978,09/07/2024
A-559391,PH en alquiler en San Telmo - 3 ambientes,San Telmo,PH,1.123.000,,63,63.0,3,2.0,2.0,22,Sí,Sí,,-34.62316491826227,-58.389312194656874,29/04/2024
A-393346,Departamento en alquiler en San Telmo - 3 ambientes,San Telmo,Departamento,$ 455.000,,28 m²,28.0,3,2.0,1.0,2,No,No,Pileta,-34.62225318990994,-58.37620599165946,30/05/2025
A-174391,PH en alquiler en Belgrano - 2 ambientes,Belgrano,PH,$ 893.000,,61 m²,61.0,2 amb.,1.0,1.0,5,No,No,,-34.56370847797909,-58.46124973527363,12/06/2025
A-696752,Departamento en alquiler en Belgrano - 2 ambientes,belgrano,Departamento,$ 100,89185.0,45 m²,45.0,2,1.0,1.0,12,No,No,,-34.58279571029275,-58.48083625540677,29/04/2024
A-298082,Casa en alquiler en Colegiales - 3 ambientes,Colegiales,Casa,1.506.000,,76,76.0,3 amb.,2.0,1.0,15,Sí,Sí,,-34.5575643079354,-58.430956574669445,15/02/2024
A-668110,Casa en alquiler en Villa Crespo - 3 ambientes,Villa Crespo,Casa,$ 748.000,,60,60.0,3 amb.,,2.0,11,Sí,No,,-34.611317669940455,-58.441425961949626,13/03/2024
A-964489,Departamento en alquiler en Villa Urquiza - 2 ambientes,Villa Urquiza,Departamento,$ 543.000,,36,,2,1.0,1.0,4,Sí,No,,-34.58302871766847,-58.48616058747023,16/02/2025
A-227002,Departamento en alquiler en Almagro - 6 ambientes,Almagro,Departamento,2.052.000,343089.0,123 m²,123.0,6,5.0,3.0,,No,No,,-34.61710706900583,-58.41728208449647,23/07/2024
A-192290,PH en alquiler en Almagro - 4 ambientes,Almagro,PH,$ 1,,116,116.0,4 amb.,3.0,2.0,11,Sí,No,,-34.59699043108912,-58.42870094375065,03/07/2025
A-391559,Departamento en alquiler en Almagro - 4 ambientes, Almagro ,Departamento,816.000,,69,69.0,4,,2.0,3,No,No,,-34.599632308659054,-58.44910579478263,04/08/2024
A-632299,Departamento en alquiler en Villa Urquiza - 6 ambientes,Villa Urquiza,Departamento,1.870.000,12638500.0,124 m²,124.0,6,5.0,3.0,3,Sí,Sí,,"-34,58248059424673",-58.51078379916925,17/06/2024
A-617798,PH en alquiler en San Telmo - 4 ambientes,San Telmo,PH,$ 1.497.000,,103,,4,3.0,,,Sí,No,,-34.61524378071343,-58.378862858706945,25/12/2024
A-753419,Departamento en alquiler en Villa Urquiza - 1 ambientes,Villa Urquiza,Departamento,385.000,,34 m²,,1,1.0,1.0,7,No,Sí,,-34.57195779359584,-58.51899253064238,02/02/2025
A-119780,Departamento en alquiler en Belgrano - 2 ambientes,Belgrano,Departamento,799.000,129924.0,52 m²,,2 amb.,1.0,1.0,36,No,Sí,,-34.56117469761111,"-58,4526138391094",18/07/2025
A-117331,Departamento en alquiler en Villa Urquiza - 3 ambientes,Villa Urquiza,Departamento,803.000,122370.0,52 m²,52.0,3,2.0,2.0,3,Sí,Sí,,-34.57497473399783,-58.484721324067365,12/11/2024
A-570599,Casa en alquiler en Flores - 4 ambientes,Flores,Casa,2.005.000,,128,128.0,4,3.0,2.0,8,Sí,No,,"-34,62411131566134",-58.477772296677784,01/08/2025
A-778727,Departamento en alquiler en Nuñez - 1 ambientes,Nuñez,Departamento,$ 675.988.156,63145.0,35 m²,35.0,1 amb.,,1.0,7 años,No,No,,-34.5501098159804,-58.48288572302159,03/11/2024
A-959684,Departamento en alquiler en Villa Urquiza - 2 ambientes,Villa Urquiza,Departamento,437.000,,47,47.0,2 amb.,1.0,1.0,5,No,No,,-34.57429241410995,-58.460849538657094,04/01/2025
A-706342,Departamento en alquiler en Villa Crespo - 5 ambientes,Villa Crespo,Departamento,$ 100,,119 m²,119.0,5 amb.,4.0,2.0,48,No,Sí,,-34.588503124541035,-58.44169777155344,08/02/2025
A-277818,Departamento en alquiler en Boedo - 5 ambientes,Boedo,Departamento,$ 1000,65993.0,72,72.0,5,4.0,3.0,5,No,Sí,,-34.628223397159196,-58.43259008280974,25/02/2024
A-582360,Departamento en alquiler en Boedo - 3 ambientes,Boedo,Departamento,$ 793.090.301,,53,53.0,3 amb.,,1.0,6 años,Sí,No,,-34.62562139206735,-58.41009688602124,26/08/2024
A-271530,Departamento en alquiler en Flores - 3 ambientes,Flores,Departamento,908.000,,66 m²,66.0,3,2.0,2.0,20,No,No,,-34.622847791436065,-58.450068567711085,11/07/2024
A-797795,Departamento en alquiler en Villa Urquiza - 5 ambientes,villa urquiza,Departamento,1.941.000,,88 m²,88.0,5,4.0,3.0,1,Sí,Sí,,-34.56844216443754,-58.48408690716928,12/08/2024
A-769868,Departamento en alquiler en Boedo - 3 ambientes,boedo,Departamento,619.000,,62 m²,62.0,3,2.0,1.0,62,No,No,,-34.641392770112866,-58.41194575427505,01/09/2024
A-108416,Departamento en alquiler en Almagro - 4 ambientes,Almagro,Departamento,USD 1.045,97163.0,95,,4,3.0,2.0,37,No,No,,-34.611841382629294,"-58,41459907392199",20/03/2024
A-437959,Departamento en alquiler en Caballito - 3 ambientes,Caballito,Departamento,1.010.000,117029.0,51 m²,51.0,3 amb.,2.0,1.0,3,Sí,Sí,,-34.613352813037956,-58.436337016084586,12/07/2025
A-760113,Departamento en alquiler en Flores - 3 ambientes,Flores,Departamento,897.000,84650.0,71,71.0,3,2.0,,2,No,No,,-34.6356594659674,"-58,45420134578921",07/06/2025
A-765905,Departamento en alquiler en Palermo - 2 ambientes,Palermo,Departamento,654.000,97572.0,36 m²,36.0,2 amb.,1.0,1.0,9,Sí,No,,-34.552265391148254,-58.41305178563422,10/08/2025
A-764864,PH en alquiler en Belgrano - 2 ambientes,Belgrano,PH,535.000,,35,35.0,2,1.0,1.0,14,No,No,Pileta,-34.59216146850873,-58.462389368943626,28/03/2025
A-631587,Departamento en alquiler en Caballito - 2 ambientes,CABALLITO,Departamento,594.000,101419.0,29,29.0,2,1.0,1.0,1,Sí,Sí,,-34.61913992427066,-58.41868695263544,16/05/2024
A-824788,Casa en alquiler en Flores - 3 ambientes,Flores,Casa,1.735.000,,107,107.0,3 amb.,2.0,2.0,5,Sí,No,,-34.62614125536281,-58.45542963113548,11/07/2025
A-320316,Departamento en alquiler en Flores - 5 ambientes, Flores ,Departamento,1.002.000,167067.0,88,88.0,5 amb.,4.0,3.0,18,No,No,,-34.63701232168183,-58.4532544773159,04/06/2025
A-914972,Departamento en alquiler en Caballito - 2 ambientes,Caballito,Departamento,$ 663.000,89472.0,50 m²,50.0,2,1.0,,2,Sí,Sí,,-34.60810567234755,-58.43979102901202,19/08/2025
A-780765,Departamento en alquiler en Flores - 3 ambientes,Flores,Departamento,1.108.000,119431.0,81,81.0,3,2.0,1.0,15 años,Sí,No,,-34.61887274590809,-58.466873221239055,13/07/2025
A-407385,Departamento en alquiler en Caballito - 2 ambientes,Caballito,Departamento,909.000,156577.0,59,59.0,2,1.0,1.0,27 años,No,No,,-34.60505986122412,-58.43953429199454,13/09/2024
A-736334,Departamento en alquiler en San Telmo - 2 ambientes,San Telmo,Departamento,565.000,,45,,2,1.0,1.0,16,No,Sí,,-34.61703307443954,"-58,375632078327875",04/04/2025
A-449817,Departamento en alquiler en San Telmo - 3 ambientes,San Telmo,Departamento,$ 1,186462.0,76,76.0,3,2.0,2.0,0,Sí,Sí,,-34.62211142590225,-58.35963858579891,23/01/2024
A-503480,Departamento en alquiler en Caballito - 1 ambientes,Caballito,Departamento,$ 385.000,23390.0,29 m²,29.0,1,1.0,1.0,,No,Sí,,"-34,645136860304156",-58.44084975004597,21/02/2025
A-456793,Departamento en alquiler en Villa Urquiza - 2 ambientes,Villa Urquiza,Departamento,626.000,,48 m²,48.0,2 amb.,1.0,,10,No,Sí,,-34.578328435121705,-58.505352689081334,20/07/2024
A-318934,PH en alquiler en Belgrano - 3 ambientes,Belgrano,PH,1.661.000,,64 m²,64.0,3 amb.,2.0,1.0,,No,No,,-34.57026971417267,-58.460734884603006,22/09/2024
A-755427,Casa en alquiler en Flores - 3 ambientes,Flores,Casa,1.020.000,,86,86.0,3,2.0,1.0,11,Sí,Sí,,-34.620477882710624,-58.48564421827076,19/03/2025
A-468219,Departamento en alquiler en Villa Urquiza - 3 ambientes,Villa Urquiza,Departamento,513.000,74621.0,44,44.0,3 amb.,2.0,1.0,,No,No,,"-34,53631492507877",-58.48879502378381,17/02/2025
A-711161,PH en alquiler en Caballito - 4 ambientes,Caballito,PH,1.434.000,,71 m²,71.0,4,3.0,2.0,12 años,Sí,No,Pileta,"-34,59558902994471",-58.44367127824546,27/01/2024
A-501805,Departamento en alquiler en Caballito - 2 ambientes,Caballito,Departamento,634.000,93761.0,47 m²,47.0,2 amb.,1.0,1.0,A estrenar,No,No,,"-34,62344280313371",-58.45262501120681,13/08/2024
A-737042,Departamento en alquiler en Villa Urquiza - 4 ambientes,Villa Urquiza,Departamento,1.267.000,83273.0,95 m²,95.0,4,,,38 años,No,No,,-34.56479945460641,-58.495931741453084,26/06/2024
A-534568,Departamento en alquiler en Flores - 2 ambientes,Flores,Departamento,363.000,28913.0,36 m²,36.0,2 amb.,1.0,1.0,14,No,No,,-34.61635058534868,-58.470146986166185,24/05/2024
A-478930,Casa en alquiler en Colegiales - 3 ambientes,Colegiales,Casa,1.153.000,,60 m²,60.0,3 amb.,2.0,1.0,15,Sí,No,,-34.56636854159815,-58.432242616404565,14/11/2024
A-208559,PH en alquiler en Almagro - 2 ambientes,Almagro,PH,499.000,,38,38.0,2,1.0,1.0,32,Sí,Sí,,-34.59339891105733,-58.4143216410013,20/03/2024
A-611922,PH en alquiler en Flores - 2 ambientes,FLORES,PH,$ 1,,80 m²,80.0,2,1.0,1.0,,Sí,No,Pileta,-34.65506949597314,-58.45882788369444,25/03/2025
A-553820,Departamento en alquiler en Palermo - 2 ambientes,Palermo,Departamento,$ 1.046.000,,47,47.0,2 amb.,1.0,1.0,3 años,Sí,Sí,,-34.586845613163845,-58.41470566871767,19/05/2024
A-830432,Departamento en alquiler en Belgrano - 3 ambientes,Belgrano,Departamento,1.227.000,74205.0,67,67.0,3,2.0,1.0,10,No,Sí,,-34.562901666808706,-58.46369122584314,25/11/2024
A-663718,Departamento en alquiler en Villa Urquiza - 4 ambientes,Villa Urquiza,Departamento,717.000,44338.0,64 m²,,4 amb.,3.0,2.0,29 años,No,Sí,,-34.575420099486486,-58.47960085536663,05/04/2025
A-548723,Departamento en alquiler en Villa Urquiza - 4 ambientes,Villa Urquiza,Departamento,1.057.000,,65 m²,,4 amb.,3.0,3.0,15,No,Sí,,-34.58337899385051,-58.477473324983976,30/03/2025
A-550521,Departamento en alquiler en Villa Urquiza - 1 ambientes,Villa Urquiza,Departamento,449.000,,33,33.0,1,1.0,1.0,36,Sí,Sí,,-34.560803765359516,-58.481487956902576,22/02/2024
A-639407,Casa en alquiler en Villa Crespo - 3 ambientes, Villa Crespo ,Casa,953.000,,60 m²,60.0,3 amb.,2.0,2.0,19,No,No,,-34.5966599990779,-58.43111247018853,05/01/2024
A-152051,Departamento en alquiler en Flores - 7 ambientes,Flores,Departamento,1.681.000,88722.0,138 m²,138.0,7 amb.,,,9,Sí,Sí,,-34.63778011070845,-58.47343447766899,20/06/2024
A-637404,Departamento en alquiler en Nuñez - 2 ambientes,Nuñez,Departamento,874.000,,55,55.0,2 amb.,1.0,,18,No,Sí,,-34.53218264053797,-58.452058400643075,01/07/2024
A-660100,PH en alquiler en Flores - 2 ambientes,Flores,PH,555.000,,65 m²,,2,1.0,1.0,2,Sí,No,Pileta,"-34,61407007855146",-58.46961241441574,29/07/2025
A-188356,Departamento en alquiler en Belgrano - 1 ambientes,Belgrano,Departamento,385.000,,31 m²,31.0,1,1.0,1.0,6 años,No,Sí,,-34.56553974665995,-58.456832563162685,23/10/2024
A-973279,Departamento en alquiler en San Telmo - 3 ambientes,San Telmo,Departamento,1.001.000,78707.0,74 m²,74.0,3,,1.0,8,No,Sí,,"-34,62144697143867",-58.38841391472658,19/11/2024
A-818391,PH en alquiler en Colegiales - 2 ambientes,Colegiales,PH,620.000,,38 m²,38.0,2,1.0,1.0,3,Sí,No,,-34.58113397266912,-58.465355774180196,07/07/2024
A-439762,Departamento en alquiler en Palermo - 3 ambientes,Palermo,Departamento,1.190.000,185754.0,60 m²,,3,2.0,1.0,0,Sí,Sí,,-34.5864133596488,-58.43638903233942,26/03/2024
A-255762,Departamento en alquiler en Colegiales - 5 ambientes,Colegiales,Departamento,1.992.000,223561.0,113,,5 amb.,4.0,3.0,21,Sí,No,,-34.58256267789126,-58.44706395581115,10/07/2025
A-159214,Departamento en alquiler en Flores - 3 ambientes,Flores,Departamento,660.000,,83 m²,83.0,3,2.0,1.0,3,No,No,,-34.630412193629965,-58.46307902593324,12/12/2024
A-598977,Departamento en alquiler en Boedo - 1 ambientes,Boedo,Departamento,438.000,,45,45.0,1,1.0,1.0,39,Sí,Sí,,-34.636034042719125,-58.41349238293499,01/01/2024
A-272623,Departamento en alquiler en Nuñez - 1 ambientes,Nuñez,Departamento,470.000,81944.0,20 m²,20.0,1 amb.,1.0,1.0,7 años,No,Sí,,-34.55338716200423,-58.46697438720167,10/06/2025
A-571998,Departamento en alquiler en Almagro - 2 ambientes,Almagro,Departamento,$ 100,45555.0,54 m²,54.0,2,1.0,1.0,21,No,Sí,,-34.59700085868447,"-58,42727188055302",19/09/2024
A-135084,Departamento en alquiler en Caballito - 5 ambientes,Caballito,Departamento,2.412.000,248428.0,111 m²,111.0,5,4.0,3.0,,Sí,Sí,,"-34,61620755857536",-58.43410277080593,14/07/2024
A-976581,PH en alquiler en Villa Crespo - 3 ambientes,Villa Crespo,PH,USD 1.275,,73 m²,73.0,3,,2.0,18,Sí,Sí,,-34.589885821350165,-58.44150110358711,11/10/2024
A-494103,Departamento en alquiler en Palermo - 3 ambientes,palermo,Departamento,USD 945,164548.0,50 m²,50.0,3 amb.,2.0,1.0,4 años,Sí,Sí,,-34.57494394820954,-58.423493843482674,07/07/2025
A-189227,Departamento en alquiler en Almagro - 1 ambientes,Almagro,Departamento,315.000,,38 m²,38.0,1,1.0,1.0,49,No,No,,-34.611890026043085,-58.40192501652449,06/06/2025
A-760823,PH en alquiler en Palermo - 2 ambientes,Palermo,PH,$ 1.917.000,,56,56.0,2,,1.0,8,Sí,No,,-34.568852329223716,-58.42407163523659,11/08/2024
A-442948,Departamento en alquiler en Flores - 3 ambientes,Flores,Departamento,USD 904,135001.0,81,,3,2.0,1.0,7,No,Sí,,-34.62452203949755,-58.47859125381571,10/04/2024
A-555853,Departamento en alquiler en Recoleta - 1 ambientes, Recoleta ,Departamento,410.000,,27 m²,27.0,1,1.0,1.0,12,No,No,,-34.58294183623412,-58.400981255774084,30/03/2025
A-695777,Departamento en alquiler en Almagro - 3 ambientes,Almagro,Departamento,1.058.000,159455.0,72 m²,72.0,3 amb.,2.0,,7,No,Sí,,-34.596725938978494,-58.43574711511991,27/09/2024
A-543315,Departamento en alquiler en Flores - 3 ambientes,Flores,Departamento,USD 676,,51,51.0,3,2.0,2.0,0,No,No,,-34.633088919120404,-58.46716199367511,10/08/2024
A-835649,Casa en alquiler en Recoleta - 3 ambientes,Recoleta,Casa,1.749.000,,60,,3,2.0,1.0,4,Sí,No,Pileta,-34.59985067916511,-58.40805897724243,20/05/2025
A-161225,Departamento en alquiler en Belgrano - 1 ambientes,Belgrano,Departamento,USD 455,27386.0,30,30.0,1 amb.,1.0,1.0,31,Sí,No,,-34.55107511684559,-58.461037042092165,05/08/2025
A-475521,Departamento en alquiler en Almagro - 2 ambientes,Almagro,Departamento,$ 479.000,,34 m²,34.0,2,1.0,,27,No,Sí,,-34.6192220114396,-58.428059725457636,27/07/2024
A-105706,PH en alquiler en Colegiales - 2 ambientes,Colegiales,PH,839.000,,57 m²,57.0,2 amb.,1.0,1.0,4,No,Sí,Pileta,-34.58416452182295,-58.45063328576123,22/02/2024
A-117902,Departamento en alquiler en Belgrano - 1 ambientes,Belgrano,Departamento,$ 330.370.306,,32,,1 amb.,,1.0,2,No,No,,-34.55719223805641,-58.45651009675383,03/06/2025
A-914375,PH en alquiler en Colegiales - 3 ambientes,Colegiales,PH,1.616.000,,69 m²,69.0,3,2.0,1.0,6,Sí,No,,-34.57831452352883,-58.45707122231027,28/02/2025
A-239013,Departamento en alquiler en Colegiales - 3 ambientes,Colegiales,Departamento,694.000,12007600.0,44 m²,,3 amb.,2.0,1.0,7,No,Sí,,-34.57760533925277,"-58,45359583330798",08/12/2024
A-208886,Departamento en alquiler en Almagro - 1 ambientes,Almagro,Departamento,316.000,48979.0,20,20.0,1,1.0,1.0,2,No,Sí,,-34.612210726668415,-58.41977064332476,07/11/2024
A-845900,Departamento en alquiler en Villa Crespo - 2 ambientes,Villa Crespo,Departamento,797.000,,46 m²,,2 amb.,1.0,1.0,7,Sí,No,,-34.58453670929843,-58.418919270773806,06/05/2025
A-281111,Departamento en alquiler en Flores - 2 ambientes,flores,Departamento,$ 498.000,37751.0,36,36.0,2,1.0,1.0,1,No,Sí,,-34.62505822163546,-58.467188170427605,05/04/2025
A-827491,Departamento en alquiler en Recoleta - 2 ambientes,Recoleta,Departamento,USD 357,,26,,2 amb.,,1.0,2,Sí,Sí,,-34.585861728735736,-58.38495440304098,14/06/2024
A-594046,Departamento en alquiler en Almagro - 2 ambientes, Almagro ,Departamento,525.000,59908.0,47,47.0,2,1.0,1.0,6,No,No,,-34.60649835100352,-58.43145461954595,25/05/2025
A-132383,Departamento en alquiler en Villa Crespo - 1 ambientes,Villa Crespo,Departamento,448.000,61372.0,27,,1 amb.,1.0,1.0,14 años,No,Sí,,"-34,595048228657376",-58.44649856054444,03/03/2025
A-290402,Departamento en alquiler en San Telmo - 5 ambientes,San Telmo,Departamento,1.181.000,,88 m²,88.0,5 amb.,4.0,3.0,16,No,Sí,,-34.62361860163677,-58.359701885473136,04/07/2024
A-556877,Departamento en alquiler en Villa Crespo - 2 ambientes,Villa Crespo,Departamento,815.000,68982.0,42 m²,42.0,2,1.0,1.0,6,Sí,Sí,,-34.59339144516328,-58.44194871999933,09/03/2025
A-813479,Departamento en alquiler en Almagro - 2 ambientes,Almagro,Departamento,$ 487.000,,38,38.0,2,1.0,1.0,4,No,Sí,,-34.60518712099696,-58.42219021952146,25/07/2025
A-943403,Departamento en alquiler en Nuñez - 1 ambientes,Nuñez,Departamento,$ 100,59991.0,20,20.0,1 amb.,1.0,1.0,9,No,Sí,,-34.52829935624826,-58.48604557004159,02/12/2024
A-238943,Casa en alquiler en Colegiales - 3 ambientes, Colegiales ,Casa,USD 1.209,,71 m²,71.0,3 amb.,2.0,1.0,7,Sí,No,Pileta,-34.570774265633816,-58.46233698111812,12/05/2024
A-484742,Departamento en alquiler en Nuñez - 3 ambientes,Nuñez,Departamento,1.495.000,85775.0,76,76.0,3 amb.,2.0,1.0,1,No,No,,-34.54142380463299,-58.46861936112284,11/01/2024
A-127672,Departamento en alquiler en Almagro - 4 ambientes,Almagro,Departamento,914.000,,69 m²,69.0,4,3.0,2.0,10,No,Sí,,-34.62713367834901,-58.41457126620052,05/08/2024
A-817297,Departamento en alquiler en Boedo - 5 ambientes,Boedo,Departamento,1.390.000,147361.0,115 m²,115.0,5,4.0,3.0,8,No,Sí,,-34.64988195719858,-58.416559994994415,25/11/2024
A-582980,Departamento en alquiler en Recoleta - 3 ambientes,Recoleta,Departamento,1.909.000,170811.0,71 m²,71.0,3 amb.,2.0,2.0,4 años,No,Sí,,-34.5958555845533,-58.37139209854021,18/04/2025
A-480214,Departamento en alquiler en Recoleta - 1 ambientes,Recoleta,Departamento,729.000,48135.0,34 m²,34.0,1,1.0,,2 años,No,No,,-34.58125879964493,-58.406548588615856,30/10/2024
A-249191,Departamento en alquiler en Almagro - 2 ambientes,Almagro,Departamento,359.000,40891.0,32 m²,32.0,2 amb.,1.0,1.0,6,No,Sí,,"-34,60510369509424",-58.40735327026327,24/02/2024
A-259392,Departamento en alquiler en Belgrano - 2 ambientes,Belgrano,Departamento,760.000,131829.0,46 m²,,2,1.0,1.0,2,No,Sí,,"-34,55859256080887",-58.461642863221435,25/03/2025
A-272631,PH en alquiler en Boedo - 3 ambientes,Boedo,PH,USD 935,,82,,3,2.0,1.0,0,Sí,No,,-34.65080914190453,-58.426766195571915,14/05/2025
A-866218,PH en alquiler en Villa Urquiza - 2 ambientes,Villa Urquiza,PH,927.000,,65 m²,65.0,2,1.0,1.0,3,Sí,No,,-34.577418760146195,-58.49131316240314,22/07/2024
A-555792,PH en alquiler en Almagro - 2 ambientes,almagro,PH,$ 1,,62 m²,62.0,2 amb.,1.0,1.0,6 años,No,No,,-34.60294105464858,-58.42110766472561,02/05/2024
A-463860,Departamento en alquiler en Belgrano - 3 ambientes,Belgrano,Departamento,USD 1.791,335099.0,75,75.0,3,2.0,1.0,19,No,Sí,,-34.5670350834475,-58.45501524176041,28/11/2024
A-648254,Departamento en alquiler en Nuñez - 1 ambientes, Nuñez ,Departamento,$ 1,,23 m²,23.0,1 amb.,1.0,1.0,29,No,Sí,,-34.551561097776144,-58.48024584547773,13/08/2025
A-506995,Departamento en alquiler en Recoleta - 2 ambientes,Recoleta,Departamento,501.000,80179.0,34 m²,34.0,2,1.0,1.0,31,No,No,,-34.593331519120916,-58.39047239408347,18/10/2024
A-902546,Departamento en alquiler en Villa Crespo - 2 ambientes,Villa Crespo,Departamento,411.000,47359.0,31 m²,31.0,2 amb.,1.0,1.0,7,No,Sí,,-34.60414570330445,-58.44730442814109,30/01/2024
A-942950,Departamento en alquiler en Flores - 2 ambientes,Flores,Departamento,USD 520,30930.0,52,52.0,2,1.0,1.0,1,No,Sí,,-34.6327844213898,-58.463071508606866,18/02/2024
A-964278,PH en alquiler en Boedo - 5 ambientes,Boedo,PH,2.014.000,,151 m²,151.0,5,4.0,3.0,,Sí,Sí,,-34.61192808092624,-58.42223846503785,08/06/2025
A-520040,Departamento en alquiler en Recoleta - 3 ambientes,Recoleta,Departamento,1.761.000,155380.0,76 m²,76.0,3,,,5,No,No,,-34.58675843705872,-58.40660021948312,21/07/2025
A-710050,Departamento en alquiler en Colegiales - 2 ambientes,Colegiales,Departamento,829.000,145112.0,36 m²,36.0,2,1.0,1.0,0,No,No,,"-34,57051237257248",-58.452656502795534,28/05/2025
A-916435,Departamento en alquiler en Colegiales - 3 ambientes,Colegiales,Departamento,1.305.000,130579.0,66,66.0,3 amb.,2.0,2.0,11,Sí,No,,-34.57594966932243,-58.43915340585416,30/10/2024
A-244975,Departamento en alquiler en Colegiales - 3 ambientes,Colegiales,Departamento,$ 1.064.000,139598.0,54,54.0,3 amb.,2.0,1.0,14,Sí,Sí,,-34.58589536232329,-58.44809766470998,27/07/2024
A-827320,Departamento en alquiler en San Telmo - 2 ambientes,San Telmo,Departamento,$ 740.000,,41 m²,41.0,2 amb.,,1.0,23,No,Sí,,-34.63358954475866,-58.37861719374876,09/04/2025
A-950588,Departamento en alquiler en Boedo - 2 ambientes,Boedo,Departamento,324.000,,49,49.0,2 amb.,1.0,1.0,19,No,Sí,,-34.626717164759775,-58.40858067896421,04/05/2025
A-382303,Departamento en alquiler en Flores - 2 ambientes,Flores,Departamento,332.000,31710.0,31 m²,31.0,2,1.0,1.0,0,No,No,,-34.62178730480543,-58.44463471334471,20/04/2024
A-912755,PH en alquiler en Villa Urquiza - 3 ambientes,Villa Urquiza,PH,1.075.000,,79,79.0,3 amb.,2.0,2.0,59,Sí,Sí,Pileta,-34.5675630332013,"-58,47459342734091",27/01/2024
A-560814,Departamento en alquiler en Flores - 2 ambientes, Flores ,Departamento,572.000,,52,52.0,2 amb.,,1.0,1,No,Sí,,-34.6327844213898,-58.463071508606866,09/06/2025
A-102019,Departamento en alquiler en Recoleta - 1 ambientes,Recoleta,Departamento,864.000,107160.0,32,32.0,1,1.0,1.0,2 años,No,No,,-34.58032479086077,-58.403793684826276,30/10/2024
A-463032,Departamento en alquiler en Palermo - 3 ambientes,Palermo,Departamento,1.279.000,166067.0,71,71.0,3,2.0,1.0,,Sí,No,,-34.58792521053488,-58.41763847801194,12/05/2024
A-662387,PH en alquiler en Nuñez - 3 ambientes,NUÑEZ,PH,995.000,,91 m²,91.0,3,2.0,1.0,76 años,Sí,No,Pileta,-34.536216524670124,-58.45881217960047,08/03/2025
A-518089,Departamento en alquiler en Nuñez - 3 ambientes,Nuñez,Departamento,864.000,59445.0,65 m²,65.0,3 amb.,2.0,1.0,22,No,Sí,,-34.562249847546084,-58.447064112941796,19/06/2024
A-683213,Departamento en alquiler en Belgrano - 4 ambientes,Belgrano,Departamento,1.722.000,292357.0,86 m²,86.0,4 amb.,3.0,2.0,0,Sí,Sí,,-34.582012601120006,-58.47897680966297,17/06/2024
A-730947,Departamento en alquiler en Nuñez - 2 ambientes, Nuñez ,Departamento,1.099.000,10014300.0,47 m²,47.0,2,1.0,1.0,0,Sí,Sí,,-34.514929823363666,-58.47858225923585,23/04/2024
A-461485,Casa en alquiler en San Telmo - 4 ambientes,San Telmo,Casa,1.412.000,,113,113.0,4,3.0,2.0,23,Sí,No,Pileta,-34.62295173147733,-58.367937002909365,19/05/2025
A-615499,Casa en alquiler en Villa Urquiza - 3 ambientes,Villa Urquiza,Casa,1.712.000,,76 m²,76.0,3 amb.,2.0,2.0,2,Sí,No,,-34.579848663556874,"-58,498888904996704",28/05/2024
A-102064,Departamento en alquiler en Nuñez - 3 ambientes,Nuñez,Departamento,1.025.000,61608.0,47,47.0,3,2.0,1.0,,No,Sí,,-34.52248594992941,-58.45159491394177,28/03/2025
