listing_id,category_l1,category_l2,property_type,neighborhood,price_ars,covered_area_m2,total_area_m2,rooms,bedrooms,bathrooms,age_years,has_garage,has_balcony,has_pool,lat,lng,created_at
MLA503509241,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,342000.0,33.0,33.0,2.0,1.0,1.0,44.0,False,True,False,-34.582167,-58.429751,2025-08-01 00:00:00
MLA775067166,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,576000.0,44.0,44.0,2.0,1.0,1.0,36.0,False,False,False,-34.610091,-58.430879,2024-09-25 00:00:00
MLA532567070,Inmuebles,Alquiler,DEPARTAMENTO,Flores,821000.0,67.0,67.0,3.0,2.0,1.0,9.0,True,True,False,-34.639529,-58.449617,2024-08-29 00:00:00
MLA503533453,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,1077000.0,77.0,77.0,4.0,3.0,2.0,0.0,True,True,False,-34.634569,-58.422212,2025-08-04 00:00:00
MLA780429810,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,667000.0,41.0,,1.0,1.0,1.0,7.0,True,False,False,-34.588902,-58.465907,2024-05-27 00:00:00
MLA721330889,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,1678000.0,75.0,75.0,4.0,3.0,2.0,1.0,False,True,True,-34.642327,-58.371692,2025-06-17 00:00:00
MLA239460378,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,1751000.0,100.0,,4.0,3.0,2.0,2.0,False,True,False,-34.623232,-58.365594,2024-07-06 00:00:00
MLA145976055,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,2074000.0,125.0,125.0,6.0,5.0,4.0,11.0,False,False,False,-34.575374,-58.44578,2025-05-25 00:00:00
MLA906287866,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,1611000.0,84.0,84.0,,4.0,3.0,26.0,True,True,False,-34.641286,-58.418386,2025-03-13 00:00:00
MLA484402393,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,872000.0,46.0,46.0,2.0,1.0,1.0,19.0,False,True,False,-34.565629,-58.434065,2024-10-20 00:00:00
MLA389203291,Inmuebles,Alquiler,DEPARTAMENTO,Recoleta,624000.0,47.0,47.0,3.0,2.0,,,False,True,False,-34.60363,-58.382261,2024-07-27 00:00:00
MLA245886486,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,1376000.0,73.0,73.0,4.0,3.0,2.0,13.0,False,True,False,-34.603771,-58.416433,2024-05-22 00:00:00
MLA940363112,Inmuebles,Alquiler,PH,Nuñez,2373000.0,82.0,,3.0,2.0,1.0,4.0,True,False,True,-34.54907,-58.459496,2024-07-10 00:00:00
MLA449640230,Inmuebles,Alquiler,CASA,Colegiales,,150.0,,5.0,4.0,3.0,4.0,True,False,False,-34.558199,-58.455192,2025-04-06 00:00:00
MLA779047073,Inmuebles,Alquiler,PH,Colegiales,1514000.0,104.0,120.0,3.0,2.0,1.0,,False,True,True,-34.570137,-58.453989,2024-11-08 00:00:00
MLA141936377,Inmuebles,Alquiler,PH,Villa Urquiza,743000.0,45.0,,2.0,1.0,1.0,,True,False,False,-34.569544,-58.479685,2024-12-10 00:00:00
MLA360851690,Inmuebles,Alquiler,DEPARTAMENTO,Recoleta,3300000.0,92.0,92.0,4.0,3.0,3.0,1.0,False,True,False,-34.58789,-58.399386,2024-01-01 00:00:00
MLA384737985,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,601000.0,48.0,,2.0,1.0,1.0,,False,True,True,-34.548428,-58.443496,2024-12-01 00:00:00
MLA696861739,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,823000.0,83.0,83.0,4.0,3.0,2.0,,False,False,False,-34.625208,-58.411293,2024-05-24 00:00:00
MLA682229199,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,368000.0,33.0,33.0,2.0,1.0,1.0,44.0,False,False,False,-34.556712,-58.449503,2025-04-09 00:00:00
MLA289849764,Inmuebles,Alquiler,DEPARTAMENTO,Recoleta,882000.0,58.0,,3.0,,2.0,21.0,False,False,False,-34.567181,-58.396162,2024-06-05 00:00:00
MLA910581217,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,1611000.0,77.0,,4.0,3.0,2.0,3.0,True,False,False,-34.571694,-58.490842,2025-03-13 00:00:00
MLA612788908,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,1335000.0,88.0,88.0,4.0,3.0,1.0,27.0,False,True,False,-34.630563,-58.422679,2024-05-04 00:00:00
MLA851331433,Inmuebles,Alquiler,DEPARTAMENTO,Flores,318000.0,37.0,37.0,2.0,1.0,1.0,,False,False,False,-34.641499,-58.458893,2024-05-06 00:00:00
MLA152300800,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,1016000.0,67.0,67.0,3.0,2.0,1.0,,False,True,True,-34.625097,-58.40355,2024-02-23 00:00:00
MLA756429512,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,932000.0,45.0,45.0,3.0,2.0,2.0,9.0,True,True,False,-34.550526,-58.480098,2024-02-18 00:00:00
MLA611943071,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,633000.0,40.0,40.0,2.0,1.0,1.0,1.0,False,True,False,-34.558329,-58.459959,2025-06-21 00:00:00
MLA328180873,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,907000.0,54.0,54.0,2.0,1.0,,24.0,False,True,False,-34.525002,-58.463857,2024-02-12 00:00:00
MLA542320702,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,586000.0,,48.0,2.0,1.0,,,False,True,False,-34.549451,-58.437973,2025-03-08 00:00:00
MLA178036879,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,494000.0,47.0,47.0,2.0,1.0,1.0,29.0,False,True,False,-34.614327,-58.443888,2025-03-04 00:00:00
MLA317919905,Inmuebles,Alquiler,PH,Villa Urquiza,591000.0,46.0,55.0,3.0,2.0,2.0,,True,False,True,-34.561766,-58.49092,2024-03-20 00:00:00
MLA512362208,Inmuebles,Alquiler,CASA,Villa Urquiza,4171000.0,190.0,,7.0,6.0,4.0,12.0,True,False,True,-34.595908,-58.478073,2025-04-18 00:00:00
MLA165998552,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,562000.0,40.0,40.0,1.0,1.0,1.0,19.0,True,True,False,-34.615795,-58.429324,2025-07-22 00:00:00
MLA585377317,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,271000.0,20.0,20.0,1.0,1.0,1.0,,True,False,False,-34.579792,-58.477663,2025-04-15 00:00:00
MLA172528728,Inmuebles,Alquiler,DEPARTAMENTO,Flores,340000.0,35.0,35.0,1.0,1.0,1.0,1.0,False,True,False,-34.640002,-58.459029,2024-03-29 00:00:00
MLA787458448,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,546000.0,43.0,43.0,2.0,1.0,1.0,,True,True,False,-34.563083,-58.451076,2024-08-27 00:00:00
MLA973240994,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,174000.0,25.0,25.0,2.0,1.0,1.0,13.0,False,False,False,-34.609608,-58.409187,2025-02-21 00:00:00
MLA948974821,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,578000.0,28.0,28.0,1.0,1.0,1.0,12.0,True,True,False,-34.611529,-58.418768,2024-01-05 00:00:00
MLA260474257,Inmuebles,Alquiler,PH,Caballito,1546000.0,87.0,95.0,4.0,3.0,2.0,12.0,True,True,True,-34.603088,-58.447834,2024-11-14 00:00:00
MLA545509389,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,801000.0,85.0,85.0,4.0,3.0,2.0,5.0,True,True,True,-34.60978,-58.35803,2024-05-05 00:00:00
MLA938479667,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,1324000.0,,84.0,3.0,2.0,2.0,,False,False,False,-34.552294,-58.44104,2024-08-22 00:00:00
MLA115202668,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,1878000.0,105.0,105.0,5.0,4.0,3.0,,False,True,False,-34.567659,-58.458671,2024-04-24 00:00:00
MLA299589635,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,931000.0,61.0,61.0,4.0,3.0,2.0,2.0,False,True,False,-34.605415,-58.43405,2025-01-14 00:00:00
MLA912416496,Inmuebles,Alquiler,PH,Villa Urquiza,1484000.0,82.0,95.0,3.0,2.0,1.0,,True,False,True,-34.570683,-58.488098,2024-07-16 00:00:00
MLA698847187,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,1691000.0,88.0,,4.0,3.0,2.0,9.0,False,True,False,-34.571215,-58.452628,2024-03-26 00:00:00
MLA990621848,Inmuebles,Alquiler,DEPARTAMENTO,Flores,1459000.0,94.0,94.0,3.0,2.0,1.0,,True,True,False,-34.623052,-58.464319,2024-03-29 00:00:00
MLA250366894,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,1184000.0,80.0,80.0,5.0,4.0,3.0,7.0,False,False,False,-34.624667,-58.362401,2024-05-02 00:00:00
MLA530970884,Inmuebles,Alquiler,CASA,Villa Urquiza,800000.0,60.0,216.0,3.0,2.0,1.0,19.0,True,True,False,-34.576983,-58.476902,2024-11-16 00:00:00
MLA931742934,Inmuebles,Alquiler,PH,Villa Urquiza,556000.0,,84.0,2.0,1.0,1.0,3.0,True,False,False,-34.551724,-58.491331,2025-05-02 00:00:00
MLA567447468,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,1958000.0,117.0,117.0,6.0,5.0,3.0,,False,True,False,-34.618723,-58.370764,2024-08-08 00:00:00
MLA468347873,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,686000.0,61.0,61.0,2.0,1.0,1.0,3.0,True,False,False,-34.631064,-58.410462,2025-07-12 00:00:00
MLA797215103,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,889000.0,,39.0,2.0,1.0,1.0,7.0,False,True,False,-34.565457,-58.446784,2024-07-07 00:00:00
MLA584697578,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,413000.0,39.0,39.0,3.0,2.0,1.0,,False,False,False,-34.538831,-58.444392,2024-07-30 00:00:00
MLA544619303,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,1391000.0,58.0,58.0,3.0,2.0,2.0,,True,True,False,-34.615564,-58.447807,2025-08-07 00:00:00
MLA124554986,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,,106.0,106.0,6.0,5.0,4.0,48.0,True,True,True,-34.602843,-58.425856,2024-08-28 00:00:00
MLA163896666,Inmuebles,Alquiler,CASA,Flores,3711000.0,281.0,377.0,8.0,7.0,5.0,8.0,False,False,False,-34.629647,-58.466161,2025-04-13 00:00:00
MLA210805169,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,745000.0,50.0,50.0,2.0,1.0,1.0,,True,True,False,-34.542074,-58.47792,2024-03-25 00:00:00
MLA745734452,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,612000.0,37.0,37.0,2.0,1.0,1.0,7.0,False,False,False,-34.606629,-58.409518,2024-09-07 00:00:00
MLA967252023,Inmuebles,Alquiler,PH,Villa Urquiza,809000.0,50.0,55.0,2.0,1.0,1.0,20.0,True,True,False,-34.553713,-58.485165,2025-01-31 00:00:00
MLA180860257,Inmuebles,Alquiler,CASA,Villa Urquiza,1082000.0,61.0,215.0,,2.0,1.0,,True,False,False,-34.583886,-58.472707,2025-05-13 00:00:00
MLA539349040,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,471000.0,36.0,36.0,1.0,1.0,1.0,5.0,False,False,False,-34.581854,-58.453664,2025-05-11 00:00:00
MLA137385540,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,1192000.0,87.0,87.0,5.0,4.0,3.0,5.0,False,True,False,-34.612513,-58.402542,2024-04-11 00:00:00
MLA469317090,Inmuebles,Alquiler,CASA,Villa Urquiza,768000.0,61.0,152.0,3.0,2.0,1.0,33.0,True,True,False,-34.564049,-58.485142,2024-08-04 00:00:00
MLA436406524,Inmuebles,Alquiler,CASA,Recoleta,1700000.0,82.0,159.0,3.0,2.0,2.0,8.0,True,False,True,-34.599062,-58.407047,2025-05-18 00:00:00
MLA878340151,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,1357000.0,81.0,81.0,4.0,3.0,2.0,,False,True,False,-34.548029,-58.458913,2024-03-16 00:00:00
MLA673138359,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,562000.0,40.0,40.0,1.0,1.0,,12.0,False,True,False,-34.563231,-58.489189,2025-03-20 00:00:00
MLA275642314,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,926000.0,51.0,,3.0,2.0,1.0,1.0,False,False,False,-34.612779,-58.428175,2025-03-22 00:00:00
MLA585832840,Inmuebles,Alquiler,PH,Villa Crespo,1158000.0,77.0,,3.0,2.0,1.0,,True,True,True,-34.600187,-58.448525,2024-03-31 00:00:00
MLA315291823,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,952000.0,48.0,48.0,2.0,1.0,1.0,8.0,False,False,False,-34.55729,-58.473327,2024-03-05 00:00:00
MLA172355096,Inmuebles,Alquiler,PH,Caballito,493000.0,37.0,61.0,2.0,1.0,1.0,,True,False,False,-34.614108,-58.44563,2025-07-24 00:00:00
MLA831057554,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,1996000.0,80.0,80.0,4.0,3.0,2.0,1.0,False,False,True,-34.609996,-58.448043,2024-10-14 00:00:00
MLA531778883,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,1355000.0,74.0,74.0,3.0,2.0,1.0,4.0,True,True,False,-34.577789,-58.450276,2024-11-07 00:00:00
MLA509709669,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,1889000.0,82.0,,4.0,3.0,3.0,1.0,True,True,False,-34.577826,-58.435777,2024-04-24 00:00:00
MLA655358407,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,1715000.0,86.0,86.0,4.0,3.0,3.0,1.0,False,False,False,-34.548563,-58.448695,2024-07-06 00:00:00
MLA548606132,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,946000.0,48.0,,3.0,2.0,2.0,20.0,True,True,False,-34.551169,-58.440106,2024-06-28 00:00:00
MLA863607828,Inmuebles,Alquiler,DEPARTAMENTO,Recoleta,1163000.0,67.0,,3.0,,1.0,14.0,False,True,False,-34.586837,-58.391359,2024-10-10 00:00:00
MLA745180295,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,492000.0,42.0,42.0,3.0,2.0,1.0,6.0,False,False,False,-34.648653,-58.418301,2024-10-03 00:00:00
MLA743754737,Inmuebles,Alquiler,CASA,Colegiales,3717000.0,157.0,,5.0,4.0,3.0,2.0,True,False,False,-34.578879,-58.445088,2025-08-04 00:00:00
MLA231713858,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,426000.0,42.0,42.0,2.0,1.0,1.0,9.0,False,False,False,-34.606855,-58.436421,2025-05-20 00:00:00
MLA877194792,Inmuebles,Alquiler,PH,Belgrano,3023000.0,146.0,168.0,5.0,4.0,3.0,,True,True,True,-34.571544,-58.460045,2025-06-01 00:00:00
MLA792544990,Inmuebles,Alquiler,DEPARTAMENTO,Recoleta,960000.0,,,2.0,1.0,1.0,,False,False,False,-34.591115,-58.386134,2025-07-14 00:00:00
MLA780626597,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,,40.0,40.0,2.0,1.0,1.0,3.0,True,False,False,-34.597154,-58.413029,2024-11-27 00:00:00
MLA548371504,Inmuebles,Alquiler,DEPARTAMENTO,Recoleta,1761000.0,76.0,76.0,3.0,2.0,1.0,5.0,False,False,False,-34.586758,-58.4066,2024-07-03 00:00:00
MLA588012063,Inmuebles,Alquiler,PH,Nuñez,920000.0,64.0,116.0,3.0,2.0,1.0,0.0,True,False,False,-34.530882,-58.439769,2025-06-03 00:00:00
MLA876732329,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,479000.0,34.0,34.0,,,1.0,31.0,False,False,False,-34.648914,-58.44599,2025-03-15 00:00:00
MLA389383264,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,680000.0,61.0,,3.0,2.0,2.0,12.0,False,True,False,-34.605571,-58.37994,2025-04-20 00:00:00
MLA436166572,Inmuebles,Alquiler,DEPARTAMENTO,Flores,431000.0,42.0,42.0,2.0,1.0,1.0,18.0,False,True,False,-34.615099,-58.468096,2024-08-27 00:00:00
MLA878414641,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,1253000.0,82.0,82.0,3.0,2.0,1.0,24.0,True,True,False,-34.542726,-58.471383,2024-02-06 00:00:00
MLA137057876,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,703000.0,37.0,37.0,2.0,1.0,1.0,1.0,True,True,False,-34.603466,-58.420861,2025-05-08 00:00:00
MLA142416079,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,674000.0,36.0,,2.0,1.0,1.0,5.0,False,True,False,-34.600346,-58.398064,2024-05-04 00:00:00
MLA714102338,Inmuebles,Alquiler,PH,Palermo,494000.0,35.0,,2.0,1.0,1.0,36.0,True,True,False,-34.554519,-58.426816,2024-10-05 00:00:00
MLA298308420,Inmuebles,Alquiler,CASA,Flores,1735000.0,107.0,215.0,3.0,2.0,2.0,,True,False,False,-34.626141,-58.45543,2024-11-18 00:00:00
MLA571074720,Inmuebles,Alquiler,DEPARTAMENTO,Recoleta,,47.0,47.0,3.0,2.0,1.0,,True,True,False,-34.603817,-58.388965,2024-12-03 00:00:00
MLA466155215,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,604000.0,34.0,34.0,,1.0,1.0,7.0,False,True,False,-34.607799,-58.441714,2024-01-14 00:00:00
MLA465836878,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,1207000.0,107.0,107.0,6.0,5.0,4.0,36.0,False,True,False,-34.631544,-58.434625,2024-06-03 00:00:00
MLA469570303,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,787000.0,50.0,50.0,1.0,1.0,1.0,10.0,False,False,False,-34.603886,-58.362293,2024-11-26 00:00:00
MLA135241676,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,1468000.0,87.0,87.0,3.0,2.0,1.0,29.0,True,True,False,-34.567119,-58.4321,2025-03-22 00:00:00
MLA741337209,Inmuebles,Alquiler,CASA,San Telmo,1236000.0,64.0,173.0,3.0,2.0,1.0,13.0,True,False,True,-34.626142,-58.355791,2024-02-19 00:00:00
MLA325173747,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,933000.0,51.0,,2.0,1.0,1.0,,True,False,False,-34.558341,-58.460381,2025-04-08 00:00:00
MLA517804434,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,1031000.0,75.0,75.0,3.0,2.0,2.0,16.0,False,False,False,-34.611113,-58.434694,2024-06-11 00:00:00
MLA680964800,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,760000.0,34.0,34.0,2.0,1.0,1.0,,False,False,False,-34.604447,-58.422655,2024-11-24 00:00:00
MLA685189613,Inmuebles,Alquiler,CASA,Villa Crespo,1595000.0,78.0,247.0,3.0,2.0,2.0,25.0,True,False,False,-34.59363,-58.435113,2024-09-19 00:00:00
MLA151882395,Inmuebles,Alquiler,DEPARTAMENTO,Recoleta,774000.0,52.0,52.0,3.0,2.0,1.0,15.0,False,True,False,-34.587868,-58.40483,2024-11-22 00:00:00
MLA727712414,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,784000.0,70.0,70.0,4.0,3.0,2.0,2.0,True,False,False,-34.621117,-58.435756,2024-04-18 00:00:00
MLA389811810,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,226000.0,20.0,20.0,1.0,1.0,1.0,,False,True,False,-34.617985,-58.458838,2025-05-05 00:00:00
MLA784974007,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,1264000.0,63.0,63.0,2.0,1.0,1.0,,True,True,False,-34.582206,-58.408488,2024-03-23 00:00:00
MLA903763364,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,1274000.0,76.0,,,2.0,2.0,2.0,True,True,False,-34.607155,-58.442218,2024-04-16 00:00:00
MLA961468988,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,626000.0,48.0,,2.0,1.0,1.0,10.0,False,True,False,-34.578328,-58.505353,2025-02-23 00:00:00
MLA744769338,Inmuebles,Alquiler,PH,Recoleta,1221000.0,79.0,86.0,3.0,2.0,1.0,,False,True,False,-34.587135,-58.378508,2024-06-30 00:00:00
MLA364149643,Inmuebles,Alquiler,CASA,Colegiales,3527000.0,127.0,385.0,4.0,3.0,2.0,17.0,True,True,False,-34.572738,-58.463482,2025-08-11 00:00:00
MLA597178364,Inmuebles,Alquiler,PH,Villa Crespo,698000.0,42.0,75.0,2.0,1.0,1.0,23.0,True,False,True,-34.608107,-58.415456,2025-07-26 00:00:00
MLA695601914,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,1493000.0,72.0,72.0,3.0,2.0,2.0,3.0,False,False,False,-34.584817,-58.426608,2024-02-27 00:00:00
MLA855343194,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,1187000.0,80.0,80.0,4.0,3.0,2.0,20.0,False,True,False,-34.581251,-58.505827,2025-01-13 00:00:00
MLA379038561,Inmuebles,Alquiler,PH,Nuñez,518000.0,48.0,53.0,,1.0,1.0,54.0,False,False,False,-34.538812,-58.443538,2024-09-15 00:00:00
MLA399644770,Inmuebles,Alquiler,DEPARTAMENTO,Flores,1071000.0,67.0,67.0,3.0,2.0,1.0,15.0,False,False,False,-34.618214,-58.461987,2024-02-28 00:00:00
MLA162682474,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,210000.0,22.0,22.0,1.0,1.0,1.0,3.0,False,True,False,-34.616473,-58.42039,2025-04-16 00:00:00
MLA672536036,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,976000.0,72.0,72.0,3.0,2.0,1.0,24.0,False,True,False,-34.619504,-58.368582,2025-07-19 00:00:00
MLA382660269,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,764000.0,41.0,,2.0,1.0,1.0,12.0,False,True,False,-34.570613,-58.454618,2025-07-19 00:00:00
MLA733257946,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,915000.0,35.0,,1.0,1.0,1.0,1.0,True,False,False,-34.570897,-58.432461,2024-09-23 00:00:00
MLA176423818,Inmuebles,Alquiler,DEPARTAMENTO,Flores,456000.0,43.0,43.0,2.0,1.0,1.0,14.0,False,True,False,-34.617842,-58.467742,2025-08-02 00:00:00
MLA728913383,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,461000.0,36.0,36.0,1.0,1.0,1.0,9.0,False,True,False,-34.608885,-58.423961,2025-02-23 00:00:00
MLA833686647,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,718000.0,38.0,38.0,1.0,1.0,1.0,32.0,False,True,False,-34.613162,-58.441645,2024-11-26 00:00:00
MLA243714912,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,510000.0,35.0,35.0,1.0,1.0,1.0,0.0,False,False,False,-34.570986,-58.459888,2025-01-09 00:00:00
MLA370178569,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,293000.0,25.0,25.0,1.0,1.0,1.0,2.0,False,False,False,-34.571497,-58.45056,2024-11-30 00:00:00
MLA917953547,Inmuebles,Alquiler,CASA,Flores,,60.0,188.0,3.0,2.0,1.0,37.0,False,False,False,-34.606074,-58.459871,2024-10-20 00:00:00
MLA809270059,Inmuebles,Alquiler,DEPARTAMENTO,Flores,1795000.0,106.0,106.0,6.0,5.0,4.0,1.0,True,True,False,-34.605674,-58.458366,2024-01-29 00:00:00
MLA214243530,Inmuebles,Alquiler,PH,Boedo,610000.0,57.0,67.0,2.0,1.0,1.0,13.0,False,False,True,-34.64614,-58.415367,2025-07-19 00:00:00
MLA380790551,Inmuebles,Alquiler,PH,Almagro,,50.0,74.0,2.0,1.0,1.0,3.0,True,True,False,-34.610471,-58.414216,2024-11-04 00:00:00
MLA460034899,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,767000.0,50.0,50.0,2.0,1.0,1.0,14.0,False,True,False,-34.633172,-58.378347,2024-05-15 00:00:00
MLA743231572,Inmuebles,Alquiler,DEPARTAMENTO,Recoleta,1047000.0,45.0,45.0,2.0,1.0,1.0,8.0,False,True,False,-34.571067,-58.399865,2025-04-25 00:00:00
MLA529116928,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,1122000.0,97.0,97.0,4.0,3.0,2.0,24.0,False,True,False,-34.615153,-58.422755,2024-02-09 00:00:00
MLA297833662,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,1114000.0,56.0,56.0,3.0,2.0,1.0,8.0,False,False,False,-34.58028,-58.443419,2025-08-20 00:00:00
MLA995078942,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,703000.0,37.0,37.0,2.0,1.0,1.0,1.0,True,True,False,-34.603466,-58.420861,2024-04-06 00:00:00
MLA995508854,Inmuebles,Alquiler,CASA,Colegiales,1089000.0,73.0,,3.0,2.0,1.0,0.0,True,True,False,-34.566295,-58.443935,2024-07-22 00:00:00
MLA546658971,Inmuebles,Alquiler,PH,Recoleta,663000.0,49.0,55.0,2.0,1.0,1.0,,False,False,False,-34.592583,-58.42663,2024-06-29 00:00:00
MLA479970194,Inmuebles,Alquiler,CASA,Recoleta,3476000.0,138.0,,5.0,4.0,3.0,,False,False,True,-34.563905,-58.375894,2024-06-24 00:00:00
MLA713817774,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,1088000.0,53.0,53.0,2.0,1.0,1.0,19.0,False,True,False,-34.540651,-58.460245,2024-03-15 00:00:00
MLA627382721,Inmuebles,Alquiler,PH,Flores,1190000.0,75.0,84.0,4.0,,2.0,11.0,True,False,True,-34.630045,-58.456662,2024-09-10 00:00:00
MLA639892719,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,1934000.0,146.0,146.0,7.0,6.0,4.0,14.0,False,True,False,-34.628234,-58.440623,2025-03-30 00:00:00
MLA292870585,Inmuebles,Alquiler,PH,Colegiales,1950000.0,91.0,,3.0,2.0,2.0,,True,True,True,-34.564633,-58.468634,2025-04-26 00:00:00
MLA746458600,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,553000.0,56.0,,3.0,2.0,2.0,,False,False,False,-34.585173,-58.43898,2024-08-23 00:00:00
MLA933130945,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,2864000.0,134.0,134.0,6.0,5.0,3.0,,False,False,False,-34.549652,-58.452435,2025-07-04 00:00:00
MLA571468539,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,255000.0,26.0,26.0,2.0,1.0,1.0,6.0,False,False,False,-34.606443,-58.370299,2024-07-08 00:00:00
MLA478765183,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,1507000.0,79.0,,4.0,3.0,2.0,17.0,False,True,False,-34.628781,-58.429582,2025-06-01 00:00:00
MLA218162011,Inmuebles,Alquiler,PH,Belgrano,1394000.0,82.0,88.0,4.0,3.0,2.0,16.0,True,False,False,-34.561956,-58.464387,2025-01-20 00:00:00
MLA137145512,Inmuebles,Alquiler,PH,Colegiales,,38.0,47.0,2.0,1.0,1.0,,True,False,False,-34.575596,-58.435384,2024-12-18 00:00:00
MLA724698075,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,1113000.0,74.0,74.0,4.0,3.0,2.0,2.0,False,True,False,-34.631268,-58.417224,2024-09-23 00:00:00
MLA202295210,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,1072000.0,,66.0,3.0,2.0,2.0,12.0,False,True,False,-34.618432,-58.362102,2024-03-18 00:00:00
