codigo,operacion,tipo_inmueble,barrio,precio_publicado,superficie,descripcion,coordenadas,publicado
AP-88649,Alquiler,ph,Boedo,$1.438.000/mes,116,4 ambientes. 3 dorm. 2 baños. con cochera. balcón,"-34.630087357068035,-58.42231972894707",17-02-2024
AP-87328,Alquiler,departamento,Colegiales,$920.000/mes,51,3 ambientes. 2 dorm. 1 baños. con cochera. 21 años,"-34.58482223893306,-58.4457944679477",18-07-2024
AP-83372,Alquiler,departamento,Nuñez,$1.048.000/mes,67,3 ambientes. balcón,,29-12-2024
AP-32968,Alquiler,departamento,San Telmo,$1.698.000/mes,94,3 dorm. 2 baños. 5 años,"-34.61955400049453,-58.38434409199755",06-05-2025
AP-62818,Alquiler,departamento,Colegiales,$936.000/mes,49,2 ambientes. con cochera. a estrenar,"-34.587691333854394,-58.438558584421294",14-10-2024
AP-80669,Alquiler,departamento,Villa Urquiza,$973.000/mes,52,3 ambientes. 2 dorm. 1 baños,"-34.586844566570036,-58.469631108402446",22-01-2024
AP-95959,Alquiler,departamento,Flores,$981.000/mes,75,4 ambientes. 3 dorm. 2 baños. balcón,,25-11-2024
AP-21447,Alquiler,departamento,Villa Crespo,Consultar,20,1 ambientes. 1 baños. con cochera. balcón. 3 años,"-34.59593526238968,-58.42907669998135",12-01-2025
AP-70806,Alquiler,departamento,Villa Urquiza,Consultar,49,2 ambientes. 1 baños. balcón,"-34.56893807256607,-58.468685408494444",22-07-2025
AP-85543,Alquiler,departamento,Villa Crespo,$1.159.000/mes,105,3 ambientes. 2 dorm. balcón,"-34.585784066260395,-58.439191304651246",28-03-2025
AP-70526,Alquiler,departamento,Nuñez,$1.006.000/mes,30 a 40 m2,2 ambientes. 1 dorm. 1 baños. pileta,"-34.54416016044845,-58.43398733531899",25-02-2024
AP-46843,Alquiler,casa,San Telmo,$1.601.000/mes,112,4 ambientes. balcón. 32 años,"-34.608150105794614,-58.38075620739018",29-02-2024
AP-85821,Alquiler,departamento,Recoleta,$1.433.000/mes,66,3 dorm. 2 baños,"-34.619915489055316,-58.42230836197114",28-12-2024
AP-71563,Alquiler,departamento,Boedo,$246.000/mes,23,1 ambientes. 1 dorm,"-34.62801521424185,-58.40678873943146",27-07-2025
AP-26057,Alquiler,departamento,Recoleta,Consultar,62,3 ambientes. 2 dorm. 2 baños,"-34.59774894764198,-58.39980166728828",17-03-2024
AP-74500,Alquiler,ph,Belgrano,$660.000/mes,58 a 68 m2,2 ambientes. 1 dorm. 1 baños. 76 años,"-34.55599879717013,-58.45972229603307",23-11-2024
AP-64612,Alquiler,departamento,Palermo,$1.278.000/mes,71,3 ambientes. 2 dorm. balcón,"-34.58255985720632,-58.42141493664511",14-08-2024
AP-89846,Alquiler,departamento,Villa Urquiza,$682.000/mes,44 a 54 m2,,"-34.58929262161362,-58.47691571811278",06-10-2024
AP-81360,Alquiler,departamento,Villa Crespo,$310.000/mes,20,1 ambientes. 1 dorm. 1 baños. con cochera,,13-05-2024
AP-73213,Alquiler,ph,Boedo,$816.000/mes,75,3 ambientes. 2 dorm. 53 años,,15-07-2025
AP-69903,Alquiler,ph,Boedo,$579.000/mes,54,2 ambientes. 1 baños. con cochera,,17-04-2025
AP-54047,Alquiler,departamento,Palermo,$1.527.000/mes,103,5 ambientes. 3 baños. 53 años,"-34.57902083242943,-58.43358075864764",19-03-2025
AP-70226,Alquiler,departamento,Flores,$675.000/mes,61,3 ambientes. 2 dorm,"-34.62422017657153,-58.46001444383648",21-12-2024
AP-10416,Alquiler,casa,Almagro,Consultar,95,3 ambientes. 2 dorm. pileta. a estrenar,,11-03-2024
AP-37240,Alquiler,departamento,Colegiales,$3.005.000/mes,182,8 ambientes. con cochera. 20 años,"-34.57021602235226,-58.43798340225207",14-04-2024
AP-11591,Alquiler,departamento,Belgrano,$896.000/mes,37,2 ambientes. 1 dorm,"-34.57842883157727,-58.456533454033085",15-03-2025
AP-31874,Alquiler,casa,Villa Crespo,$953.000/mes,60,3 ambientes. 19 años,"-34.5966599990779,-58.43111247018853",25-01-2024
AP-69791,Alquiler,departamento,Belgrano,$793.000/mes,47,2 ambientes. 1 dorm. 1 baños,"-34.57425335217162,-58.47904882770348",02-10-2024
AP-84203,Alquiler,departamento,Recoleta,Consultar,49 a 59 m2,2 ambientes,,31-08-2024
AP-20884,Alquiler,departamento,Boedo,$990.000/mes,78,4 ambientes. 2 baños,,25-04-2025
AP-24260,Alquiler,ph,Recoleta,$1.845.000/mes,54 a 64 m2,2 ambientes. con cochera. pileta,,28-03-2025
AP-60560,Alquiler,departamento,Caballito,$641.000/mes,56,3 ambientes. 2 dorm. 2 baños. 6 años,"-34.63543436587262,-58.41688469715586",09-08-2025
AP-22857,Alquiler,departamento,Caballito,$552.000/mes,39,2 ambientes. 1 dorm. 1 baños,"-34.62142112011077,-58.42869667761449",01-11-2024
AP-45607,Alquiler,casa,Nuñez,$1.266.000/mes,73,3 ambientes. 2 dorm. 2 baños. balcón. 23 años,"-34.53289075905926,-58.46742800227102",24-02-2024
AP-80157,Alquiler,departamento,Colegiales,$835.000/mes,65,2 ambientes. 1 dorm. balcón. 3 años,"-34.58119366932373,-58.44595040335497",03-06-2025
AP-29979,Alquiler,departamento,Flores,$947.000/mes,84,3 ambientes. 2 dorm. 1 baños. balcón,,02-11-2024
AP-20898,Alquiler,departamento,Belgrano,$1.042.000/mes,,3 ambientes. 2 dorm. 1 baños. pileta. balcón,"-34.55949166174106,-58.45168597701953",19-04-2024
AP-85949,Alquiler,departamento,Flores,$813.000/mes,66,4 ambientes. 3 dorm,"-34.641019615849764,-58.477627167186306",07-05-2024
AP-21552,Alquiler,departamento,San Telmo,$405.000/mes,24 a 34 m2,1 ambientes. 1 baños. a estrenar,"-34.62317169117398,-58.3893810096973",05-11-2024
AP-59772,Alquiler,departamento,Villa Urquiza,$998.000/mes,49,2 ambientes. 1 dorm. 4 años,"-34.560917068596105,-58.49502916112166",12-03-2024
AP-71200,Alquiler,departamento,Boedo,$268.000/mes,27,1 ambientes. 1 dorm. 1 baños. balcón. 40 años,"-34.62204501720505,-58.39620600560337",18-08-2025
AP-85512,Alquiler,departamento,San Telmo,$1.017.000/mes,82,3 ambientes. 2 dorm. con cochera,"-34.61471643947268,-58.35682245952439",28-08-2024
AP-63776,Alquiler,departamento,Villa Urquiza,$292.000/mes,28,1 ambientes. 1 dorm. 1 baños. 13 años,,17-04-2024
AP-32677,Alquiler,departamento,Villa Urquiza,$422.000/mes,44,3 ambientes. 2 dorm. balcón,,30-06-2025
AP-15597,Alquiler,ph,Villa Crespo,$698.000/mes,42,2 ambientes. 1 dorm. 1 baños. pileta. 23 años,,23-01-2025
AP-83614,Alquiler,departamento,Recoleta,$613.000/mes,27,1 ambientes. 1 dorm. balcón,,19-06-2025
AP-74737,Alquiler,departamento,Recoleta,$1.711.000/mes,49,3 ambientes. 1 baños. balcón,"-34.58877562655625,-58.401568021975976",18-02-2025
AP-78492,Alquiler,departamento,Colegiales,$838.000/mes,53,2 ambientes. 1 dorm. 1 baños. 4 años,,18-04-2024
AP-46644,Alquiler,departamento,Nuñez,$439.000/mes,35,2 ambientes. 1 dorm. 1 baños. a estrenar,"-34.544985534295655,-58.47280506357282",14-12-2024
AP-26051,Alquiler,departamento,Almagro,$578.000/mes,28,1 ambientes. 1 dorm. 1 baños. con cochera. balcón. 12 años,,27-03-2025
AP-17132,Alquiler,departamento,Colegiales,$580.000/mes,37,1 ambientes. 1 baños. 6 años,,10-01-2024
AP-82748,Alquiler,departamento,Flores,$1.071.000/mes,67,3 ambientes. 2 dorm. 15 años,"-34.618214128012404,-58.46198731140434",08-06-2025
AP-33829,Alquiler,casa,Villa Urquiza,$1.199.000/mes,73,2 dorm,"-34.562429798785146,-58.46566647004364",29-05-2025
AP-20370,Alquiler,departamento,Caballito,$690.000/mes,39,1 dorm. 1 baños. con cochera. 6 años,,25-08-2024
AP-81888,Alquiler,ph,Villa Crespo,$1.159.000/mes,74,3 ambientes. 2 dorm. 1 baños. balcón,"-34.60708836950331,-58.46440901130935",16-07-2024
AP-22213,Alquiler,departamento,Villa Crespo,$448.000/mes,27,1 ambientes. 1 baños. balcón. 14 años,,23-05-2025
AP-14338,Alquiler,departamento,Villa Crespo,$835.000/mes,48,3 ambientes. 2 dorm. 2 baños. balcón. 32 años,"-34.58904199570028,-58.447687272952315",27-03-2025
AP-52581,Alquiler,departamento,Flores,$456.000/mes,43,2 ambientes. 1 dorm. 1 baños. balcón. 14 años,"-34.617842402998086,-58.46774208901112",28-07-2024
AP-62233,Alquiler,departamento,San Telmo,$1.372.000/mes,93,5 ambientes. 4 dorm. 3 baños. con cochera. 9 años,"-34.61967755620785,-58.36754719201996",27-11-2024
AP-95793,Alquiler,casa,Villa Urquiza,$1.704.000/mes,69,3 ambientes. 2 dorm. con cochera. pileta,"-34.55241634243078,-58.468458928451405",12-02-2025
AP-21637,Alquiler,casa,Caballito,$1.374.000/mes,88,3 ambientes. 2 dorm. con cochera. 10 años,"-34.62816404341337,-58.44974133579693",01-06-2024
AP-36730,Alquiler,departamento,Villa Crespo,$954.000/mes,,3 ambientes. 22 años,,29-11-2024
AP-46171,Alquiler,departamento,San Telmo,$881.000/mes,46,2 ambientes. 1 dorm. 1 baños. balcón,"-34.60378828396778,-58.36858294487937",15-03-2025
AP-60551,Alquiler,departamento,Belgrano,$453.000/mes,23,1 dorm. 1 baños. con cochera,,13-01-2025
AP-56240,Alquiler,departamento,Belgrano,$1.009.000/mes,50,3 ambientes. 2 dorm. 1 baños. con cochera. 27 años,,13-09-2024
AP-84502,Alquiler,departamento,Palermo,$1.705.000/mes,92,4 ambientes. 3 dorm. 2 baños. a estrenar,"-34.5876404621406,-58.44156685220936",15-07-2024
AP-29280,Alquiler,departamento,Flores,$737.000/mes,52,2 ambientes. 1 dorm,"-34.626534646338904,-58.470917389329486",10-03-2025
AP-46146,Alquiler,departamento,Villa Urquiza,$935.000/mes,64,1 dorm,,17-03-2024
AP-92477,Alquiler,departamento,Boedo,$529.000/mes,33,1 ambientes. 1 baños. con cochera. a estrenar,"-34.630791697240184,-58.41929648336436",13-01-2025
AP-83949,Alquiler,departamento,Almagro,$764.000/mes,48,2 baños. balcón. 15 años,"-34.630749530589604,-58.43364718291515",05-06-2024
AP-94129,Alquiler,ph,Villa Crespo,$1.159.000/mes,74,3 ambientes. 2 dorm. 1 baños. con cochera. 23 años,,15-04-2024
AP-99837,Alquiler,departamento,Almagro,$290.000/mes,15 a 25 m2,1 dorm,,09-01-2025
AP-10208,Alquiler,departamento,Flores,Consultar,60,3 ambientes. 1 baños. balcón,,22-08-2025
AP-66010,Alquiler,departamento,Colegiales,$1.196.000/mes,62,3 ambientes. 2 dorm. 2 baños. pileta,,01-09-2024
AP-86306,Alquiler,ph,Caballito,$950.000/mes,63,2 ambientes. 1 dorm. pileta. balcón,,09-08-2025
AP-56933,Alquiler,departamento,Caballito,$626.000/mes,61,2 dorm. 1 baños,"-34.61858670785953,-58.46985992824095",17-07-2024
AP-58119,Alquiler,departamento,Belgrano,$526.000/mes,48,2 ambientes. 1 dorm. balcón. 12 años,"-34.567353343256855,-58.458102132229165",27-06-2024
AP-81009,Alquiler,departamento,San Telmo,$318.000/mes,25,1 ambientes. 1 dorm. 1 baños. 22 años,,13-12-2024
AP-43902,Alquiler,departamento,Flores,$433.000/mes,32 a 42 m2,2 ambientes. balcón,,04-10-2024
AP-90891,Alquiler,departamento,Palermo,$970.000/mes,46 a 56 m2,2 dorm. 1 baños,,04-09-2024
AP-50102,Alquiler,departamento,Colegiales,$856.000/mes,57,2 ambientes. 1 dorm. balcón,"-34.57470735840223,-58.4494355876319",18-12-2024
AP-73216,Alquiler,departamento,Boedo,$852.000/mes,40 a 50 m2,3 ambientes. 2 dorm. 2 baños. balcón,,23-07-2025
AP-84940,Alquiler,departamento,Boedo,$438.000/mes,39,3 ambientes. 2 dorm. balcón,,21-01-2025
AP-40127,Alquiler,ph,Belgrano,$929.000/mes,43 a 53 m2,2 ambientes. 1 dorm. pileta. 6 años,,06-03-2025
AP-40883,Alquiler,departamento,Nuñez,$1.160.000/mes,52,3 ambientes. 2 dorm. 1 baños,"-34.55674826555491,-58.45386389171848",29-12-2024
AP-78270,Alquiler,departamento,Colegiales,$1.184.000/mes,80,4 ambientes. 2 baños. 17 años,"-34.56755629163667,-58.43529435345623",07-06-2024
AP-54105,Alquiler,ph,Colegiales,$1.242.000/mes,72,1 baños,"-34.57334023694865,-58.44844991219453",07-02-2024
AP-55917,Alquiler,ph,San Telmo,$1.596.000/mes,89,4 ambientes. 3 dorm,,12-04-2025
AP-54997,Alquiler,departamento,Villa Urquiza,$499.000/mes,35,1 ambientes. 1 dorm. 1 baños. 22 años,,05-04-2024
AP-54280,Alquiler,departamento,Colegiales,$1.175.000/mes,70,3 ambientes. 2 dorm. 1 baños. con cochera. balcón. 11 años,"-34.57079533819681,-58.45028193089094",26-07-2025
AP-75725,Alquiler,ph,Recoleta,$1.367.000/mes,87,4 ambientes. 3 dorm. 17 años,"-34.577071994946564,-58.39813364802505",08-06-2025
AP-59457,Alquiler,departamento,Boedo,$237.000/mes,31,1 ambientes. 1 baños. balcón. 5 años,"-34.62903283631349,-58.415803845523264",24-03-2024
AP-24899,Alquiler,departamento,Boedo,$510.000/mes,53,3 ambientes. 2 dorm. con cochera,"-34.62562139206735,-58.41009688602124",12-06-2025
AP-63822,Alquiler,ph,Almagro,$1.227.000/mes,91,4 ambientes. 3 dorm. 2 baños. con cochera,,29-01-2025
AP-30687,Alquiler,ph,Villa Urquiza,$927.000/mes,65,2 ambientes. 1 dorm. 1 baños. con cochera. 3 años,,18-08-2025
AP-66813,Alquiler,departamento,Belgrano,$793.000/mes,55,3 ambientes. 2 dorm. 2 baños,"-34.57675313722959,-58.45802422856573",26-05-2025
AP-29670,Alquiler,departamento,Flores,$668.000/mes,94,25 años,,08-07-2025
AP-15806,Alquiler,departamento,Colegiales,Consultar,34,,"-34.574237843367044,-58.454668144971855",14-06-2024
AP-70218,Alquiler,departamento,Villa Crespo,$400.000/mes,,2 ambientes. 1 dorm,"-34.613395451419684,-58.44876130293409",10-06-2025
AP-44666,Alquiler,ph,Flores,$619.000/mes,61,2 ambientes. 1 baños. pileta. 38 años,,04-02-2024
AP-49271,Alquiler,ph,Flores,$1.430.000/mes,,3 ambientes. 5 años,"-34.62619176970539,-58.472370198847635",01-04-2024
AP-23924,Alquiler,departamento,Colegiales,$460.000/mes,25,1 ambientes. 1 dorm,"-34.56603435705552,-58.452517577924255",09-11-2024
AP-85030,Alquiler,departamento,Villa Urquiza,$706.000/mes,54,2 ambientes. 1 dorm. 1 baños. balcón,"-34.55285973283049,-58.49039415855414",29-07-2024
AP-52572,Alquiler,ph,Palermo,$757.000/mes,44,2 ambientes. 1 dorm. 1 baños. 3 años,,20-12-2024
AP-26557,Alquiler,departamento,Boedo,$1.934.000/mes,141 a 151 m2,7 ambientes. 6 dorm. 4 baños. balcón,"-34.628233608439174,-58.4406225738163",10-08-2025
AP-35895,Alquiler,departamento,Almagro,$257.000/mes,20,1 ambientes. 1 dorm. 6 años,,20-03-2024
AP-55471,Alquiler,departamento,Nuñez,$3.561.000/mes,,6 dorm. 14 años,"-34.55087408018518,-58.46070676742425",22-08-2024
AP-80012,Alquiler,ph,Belgrano,$1.263.000/mes,39,2 ambientes. 1 dorm. 1 baños. pileta. 21 años,"-34.5683693794142,-58.45814444271391",09-11-2024
AP-11454,Alquiler,departamento,Nuñez,$907.000/mes,88,4 ambientes. 3 dorm,,28-04-2025
AP-93618,Alquiler,departamento,Colegiales,$1.807.000/mes,95,4 ambientes. 2 baños. 2 años,,03-03-2024
AP-74643,Alquiler,departamento,Colegiales,$766.000/mes,45,2 dorm. 2 baños. con cochera. 2 años,"-34.58112683806424,-58.451274657926106",04-07-2025
AP-62145,Alquiler,departamento,Villa Urquiza,$1.237.000/mes,60,2 dorm. 2 baños. balcón. 12 años,"-34.576412809748845,-58.48111698000695",13-04-2024
AP-93778,Alquiler,casa,Almagro,$982.000/mes,60,3 ambientes,,20-07-2024
AP-83357,Alquiler,ph,Nuñez,$2.373.000/mes,82,3 ambientes. 2 dorm. 1 baños. con cochera. pileta,,20-01-2025
AP-16506,Alquiler,departamento,Flores,$922.000/mes,93,5 ambientes. 4 dorm. 2 baños,"-34.63709915112822,-58.4643165685425",08-03-2025
AP-14658,Alquiler,ph,Boedo,$814.000/mes,60,2 ambientes. 1 dorm. con cochera. 11 años,,24-10-2024
AP-64934,Alquiler,departamento,Belgrano,$368.000/mes,33,2 ambientes. 1 dorm. 1 baños. 44 años,,31-07-2024
AP-35053,Alquiler,departamento,Colegiales,$877.000/mes,39 a 49 m2,2 ambientes. 1 dorm. 1 baños,"-34.56354965493284,-58.453617798954255",17-09-2024
AP-43306,Alquiler,casa,Belgrano,$1.225.000/mes,60,3 ambientes. 2 baños. con cochera. a estrenar,"-34.56494448550875,-58.46745875684428",15-06-2025
AP-97755,Alquiler,ph,San Telmo,$1.093.000/mes,81,3 ambientes. 2 baños. 29 años,"-34.61617196028702,-58.3641942401707",08-12-2024
AP-54762,Alquiler,departamento,Flores,$272.000/mes,27,2 ambientes. 1 dorm,,24-02-2024
AP-28025,Alquiler,departamento,Recoleta,$1.059.000/mes,61,2 ambientes. 1 dorm. a estrenar,"-34.571805577107305,-58.40067758420436",19-02-2025
AP-13694,Alquiler,departamento,Flores,$420.000/mes,36,1 ambientes. 1 dorm. 1 baños. con cochera,,18-10-2024
AP-21618,Alquiler,departamento,Belgrano,Consultar,37,2 ambientes. 1 dorm. 2 años,"-34.551626402299384,-58.45294456721458",21-06-2025
AP-11129,Alquiler,departamento,Flores,$346.000/mes,29,2 ambientes. 1 dorm. 1 baños. balcón,,12-03-2025
AP-34950,Alquiler,casa,Colegiales,$1.506.000/mes,76,3 ambientes. con cochera. 15 años,"-34.5575643079354,-58.430956574669445",24-03-2025
AP-19437,Alquiler,departamento,Almagro,$495.000/mes,45,2 ambientes. 1 dorm. 13 años,,16-10-2024
AP-47081,Alquiler,departamento,Caballito,$626.000/mes,39 a 49 m2,1 dorm. 1 baños. con cochera. balcón,,15-02-2025
AP-20770,Alquiler,departamento,Flores,$327.000/mes,33,2 ambientes. 1 dorm. 1 baños. con cochera. balcón,,12-06-2025
AP-81045,Alquiler,departamento,Colegiales,$343.000/mes,30,2 ambientes. 1 dorm. 1 baños. con cochera. balcón,"-34.57725865055325,-58.44080133044851",09-12-2024
AP-40820,Alquiler,ph,Almagro,$1.622.000/mes,104,4 ambientes. 3 dorm. 3 baños. balcón. 4 años,,23-10-2024
AP-28160,Alquiler,departamento,Villa Urquiza,$371.000/mes,22,1 ambientes. 1 dorm. pileta. balcón,"-34.565664269859944,-58.47503044229137",08-01-2024
AP-17915,Alquiler,departamento,San Telmo,$571.000/mes,51,3 ambientes. 2 dorm. 2 baños. con cochera. balcón. 22 años,,29-06-2024
AP-22830,Alquiler,departamento,Palermo,$2.287.000/mes,83,5 ambientes. 4 dorm. 3 baños. balcón. 18 años,,30-05-2024
AP-96801,Alquiler,departamento,Almagro,$360.000/mes,37,2 ambientes. 1 dorm. 6 años,"-34.60539989432354,-58.39955231473922",09-03-2024
AP-25977,Alquiler,departamento,Colegiales,$1.032.000/mes,53,3 ambientes. 2 dorm. 1 baños. balcón. a estrenar,"-34.59007674388128,-58.43855440552154",01-06-2024
AP-78238,Alquiler,ph,Nuñez,$1.202.000/mes,71 a 81 m2,3 ambientes. 1 baños. con cochera. 9 años,"-34.53428174965645,-58.476285817336574",04-02-2024
AP-85583,Alquiler,departamento,Colegiales,$757.000/mes,47,2 ambientes. 7 años,"-34.55973147134925,-58.438530922164865",09-12-2024
AP-39855,Alquiler,casa,Villa Urquiza,$1.082.000/mes,61,3 ambientes. 2 dorm. con cochera,"-34.583886042435694,-58.47270691180225",10-08-2025
AP-47932,Alquiler,departamento,Flores,$731.000/mes,59,3 ambientes. 2 dorm,"-34.63465244799419,-58.45439557583649",02-06-2025
AP-85878,Alquiler,departamento,San Telmo,Consultar,60,3 ambientes. 2 dorm. 1 baños,"-34.62509942160125,-58.3664041402098",10-08-2025
AP-11250,Alquiler,ph,Recoleta,$983.000/mes,31 a 41 m2,2 ambientes. 1 baños. con cochera. pileta. 2 años,,11-04-2025
AP-14875,Alquiler,departamento,Villa Urquiza,$392.000/mes,39,1 ambientes. balcón. 29 años,,20-12-2024
AP-14951,Alquiler,departamento,Almagro,$664.000/mes,44,1 dorm. 1 baños,"-34.6237183438802,-58.424729723192236",21-05-2025
AP-79091,Alquiler,departamento,San Telmo,$454.000/mes,,2 ambientes. 1 baños. a estrenar,"-34.61576444988678,-58.36801815414143",11-06-2025
AP-34580,Alquiler,departamento,Nuñez,$614.000/mes,49,1 baños,"-34.546564957408286,-58.45004147371564",30-03-2025
AP-88108,Alquiler,casa,Villa Urquiza,Consultar,183,7 ambientes. 4 baños. con cochera. pileta,,11-04-2025
AP-75201,Alquiler,departamento,Colegiales,$592.000/mes,,2 ambientes. 1 dorm. con cochera. 69 años,"-34.58454577494845,-58.450945261953",08-05-2025
AP-20050,Alquiler,departamento,Villa Urquiza,$1.737.000/mes,115 a 125 m2,4 dorm. 3 baños. 10 años,,26-03-2025
AP-56018,Alquiler,departamento,Belgrano,$743.000/mes,46 a 56 m2,3 ambientes. 1 baños. balcón. 2 años,,04-08-2025
AP-14517,Alquiler,departamento,Palermo,$864.000/mes,52,2 ambientes. 1 dorm,"-34.57501527299164,-58.400878971446396",17-03-2025
AP-47472,Alquiler,departamento,San Telmo,$302.000/mes,22,1 ambientes. 1 dorm. con cochera,"-34.62716052985018,-58.3843697833294",18-05-2024
AP-79532,Alquiler,departamento,Caballito,$778.000/mes,55,2 ambientes. 1 dorm. 1 baños. con cochera. balcón,"-34.62384681300063,-58.43059882576027",09-03-2025
AP-27370,Alquiler,departamento,Villa Crespo,$876.000/mes,,2 dorm. 2 baños,"-34.578588341767,-58.416347070079624",11-12-2024
AP-22755,Alquiler,departamento,Caballito,$1.425.000/mes,85,4 ambientes. 3 dorm. con cochera. balcón,,19-05-2025
AP-59401,Alquiler,departamento,Nuñez,$517.000/mes,38,2 ambientes. balcón. 15 años,,15-02-2024
AP-47105,Alquiler,departamento,Palermo,$1.048.000/mes,51,4 ambientes. 3 dorm. 2 baños,"-34.56822230972933,-58.434621934120194",10-06-2025
AP-88278,Alquiler,departamento,Almagro,$586.000/mes,38,2 ambientes. 1 dorm. 1 baños. con cochera. 34 años,"-34.6111215182689,-58.42092193451908",15-12-2024
AP-33619,Alquiler,departamento,Nuñez,$417.000/mes,27,1 ambientes. 1 dorm. con cochera. balcón. 11 años,"-34.545468351314994,-58.47574443999531",19-03-2024
AP-23266,Alquiler,ph,Colegiales,$826.000/mes,35,2 ambientes. 1 dorm. 1 baños. 4 años,"-34.57936337273099,-58.44595164320384",12-06-2024
AP-30091,Alquiler,departamento,Palermo,$686.000/mes,30,1 ambientes. 1 dorm. 1 baños,,10-01-2025
AP-59415,Alquiler,departamento,San Telmo,Consultar,46,2 ambientes. 1 dorm. 1 baños. balcón. 21 años,"-34.62020505862773,-58.37203195676534",13-06-2025
AP-86480,Alquiler,departamento,Almagro,$895.000/mes,68,3 ambientes. 2 dorm. 2 baños,"-34.60514268970672,-58.426291817367634",15-01-2024
AP-58163,Alquiler,departamento,Almagro,$440.000/mes,23 a 33 m2,1 ambientes. con cochera. 17 años,"-34.60696405743676,-58.39709040955138",25-03-2025
AP-38043,Alquiler,departamento,Palermo,$1.493.000/mes,72,2 dorm. 2 baños. 3 años,,24-03-2024
AP-20925,Alquiler,departamento,Belgrano,$526.000/mes,48,1 baños,,27-01-2024
AP-79417,Alquiler,ph,San Telmo,$1.871.000/mes,131,5 ambientes. 4 dorm. 2 baños. con cochera,"-34.634391155378474,-58.3692145354143",27-04-2024
AP-43192,Alquiler,departamento,Recoleta,$1.489.000/mes,96,4 ambientes,"-34.58964976555481,-58.379159486863784",14-07-2024
AP-69853,Alquiler,departamento,Nuñez,$520.000/mes,27,1 dorm,"-34.55907229908192,-58.46144137250403",01-04-2025
AP-77818,Alquiler,departamento,Caballito,Consultar,38,2 ambientes. 1 dorm. 1 baños. con cochera. balcón,"-34.61468889417972,-58.46723018946213",10-02-2024
AP-51454,Alquiler,departamento,Villa Urquiza,Consultar,41 a 51 m2,2 ambientes. 1 dorm. 1 baños. balcón. 10 años,,09-11-2024
AP-77131,Alquiler,departamento,Flores,$572.000/mes,45,2 dorm. 3 años,"-34.645230126363685,-58.473868347818815",03-04-2024
AP-22314,Alquiler,departamento,Recoleta,Consultar,76,Con cochera. balcón. a estrenar,"-34.589680792315335,-58.3824402196699",01-06-2025
AP-42411,Alquiler,departamento,Belgrano,$886.000/mes,66,2 ambientes. 23 años,,28-05-2024
AP-27888,Alquiler,departamento,Colegiales,Consultar,21,1 ambientes. 1 dorm. 1 baños. a estrenar,"-34.58753675065769,-58.44628126264743",22-02-2025
AP-66577,Alquiler,departamento,Belgrano,$381.000/mes,20,1 ambientes. 1 dorm. balcón. 14 años,,17-12-2024
AP-50880,Alquiler,departamento,San Telmo,$1.030.000/mes,,2 dorm. balcón,,21-01-2025
AP-57263,Alquiler,departamento,Villa Urquiza,$642.000/mes,43,2 ambientes. 1 dorm. balcón,"-34.580005962198136,-58.47572565233404",02-12-2024
AP-11836,Alquiler,departamento,Recoleta,$1.722.000/mes,,4 ambientes. 3 dorm. 2 baños. 16 años,"-34.5828117674296,-58.40360618280867",21-08-2024
AP-92644,Alquiler,departamento,Recoleta,$1.323.000/mes,53,2 ambientes. 1 dorm. 1 baños. con cochera. a estrenar,"-34.57616183195435,-58.39355552245254",10-07-2025
AP-21792,Alquiler,casa,San Telmo,$1.760.000/mes,109 a 119 m2,4 ambientes. 3 dorm. con cochera. balcón. a estrenar,,03-02-2024
AP-75120,Alquiler,departamento,Villa Urquiza,$521.000/mes,35,1 ambientes. 1 baños. 13 años,,01-02-2024
AP-13218,Alquiler,departamento,Almagro,$630.000/mes,34,1 ambientes. balcón,"-34.59580519412735,-58.413916283850064",23-03-2024
AP-91850,Alquiler,departamento,Boedo,$376.000/mes,48,1 ambientes. 1 dorm. balcón,"-34.62356840583155,-58.44007275427843",25-03-2024
AP-54785,Alquiler,departamento,Villa Crespo,$1.047.000/mes,57,2 ambientes. 1 dorm. 1 baños,"-34.592434831425955,-58.440426311829206",12-03-2024
AP-54208,Alquiler,departamento,San Telmo,$933.000/mes,117,5 ambientes. 4 dorm. 3 baños,"-34.59627008123317,-58.37834829580766",19-04-2025
AP-76715,Alquiler,departamento,Flores,$305.000/mes,28,1 baños. balcón. 2 años,"-34.62561627738335,-58.43750099485204",05-02-2025
AP-16676,Alquiler,casa,Caballito,$2.828.000/mes,186,6 ambientes. 5 dorm,"-34.60772519883329,-58.46020236003568",26-07-2025
AP-23716,Alquiler,departamento,San Telmo,$299.000/mes,23,1 ambientes. 1 dorm. 1 baños. balcón. 6 años,,30-05-2024
AP-44605,Alquiler,departamento,Villa Urquiza,$567.000/mes,44,1 ambientes,"-34.59180172671811,-58.46545956819456",13-09-2024
AP-94932,Alquiler,departamento,Boedo,$413.000/mes,40 a 50 m2,1 dorm. 1 baños. 7 años,"-34.645872003415406,-58.38540857531613",23-12-2024
AP-71192,Alquiler,departamento,Villa Urquiza,$255.000/mes,,1 ambientes. 1 baños,"-34.57159850221198,-58.47802301719058",21-04-2024
AP-87591,Alquiler,departamento,Caballito,$1.798.000/mes,98,5 ambientes. 4 dorm. 3 baños. pileta. 3 años,"-34.627288139660415,-58.42910869492431",21-07-2025
AP-43123,Alquiler,casa,Nuñez,$1.164.000/mes,67,3 ambientes. pileta,"-34.54132563090281,-58.47247439192791",25-07-2024
